"","ensembl_gene_id","hgnc_symbol"
"736","ENSG00000143258","USP21"
"737","ENSG00000143278","F13B"
"738","ENSG00000143294","PRCC"
"739","ENSG00000143297","FCRL5"
"740","ENSG00000143303","RRNAD1"
"741","ENSG00000143314","MRPL24"
"742","ENSG00000143315","PIGM"
"743","ENSG00000143318","CASQ1"
"744","ENSG00000143319","ISG20L2"
"745","ENSG00000143320","CRABP2"
"746","ENSG00000143321","HDGF"
"747","ENSG00000143322","ABL2"
"748","ENSG00000143324","XPR1"
"749","ENSG00000143333","RGS16"
"750","ENSG00000143337","TOR1AIP1"
"751","ENSG00000143340","FAM163A"
"752","ENSG00000143341","HMCN1"
"753","ENSG00000143344","RGL1"
"754","ENSG00000143355","LHX9"
"755","ENSG00000143363","PRUNE1"
"756","ENSG00000143365","RORC"
"757","ENSG00000143367","TUFT1"
"758","ENSG00000143368","SF3B4"
"759","ENSG00000143369","ECM1"
"760","ENSG00000143373","ZNF687"
"761","ENSG00000143374","TARS2"
"762","ENSG00000143375","CGN"
"763","ENSG00000143376","SNX27"
"764","ENSG00000143379","SETDB1"
"765","ENSG00000143382","ADAMTSL4"
"766","ENSG00000143384","MCL1"
"767","ENSG00000143387","CTSK"
"768","ENSG00000143390","RFX5"
"769","ENSG00000143393","PI4KB"
"770","ENSG00000143398","PIP5K1A"
"771","ENSG00000143401","ANP32E"
"772","ENSG00000143409","MINDY1"
"773","ENSG00000143412","ANXA9"
"774","ENSG00000143416","SELENBP1"
"775","ENSG00000143418","CERS2"
"776","ENSG00000143420","ENSA"
"777","ENSG00000143434","SEMA6C"
"778","ENSG00000143436","MRPL9"
"779","ENSG00000143437","ARNT"
"780","ENSG00000143442","POGZ"
"781","ENSG00000143443","C1orf56"
"782","ENSG00000143450","OAZ3"
"783","ENSG00000143452","HORMAD1"
"784","ENSG00000143457","GOLPH3L"
"785","ENSG00000143458","GABPB2"
"786","ENSG00000143469","SYT14"
"787","ENSG00000143473","KCNH1"
"788","ENSG00000143476","DTL"
"789","ENSG00000143479","DYRK3"
"790","ENSG00000143486","EIF2D"
"791","ENSG00000143493","INTS7"
"792","ENSG00000143494","VASH2"
"793","ENSG00000143515","ATP8B2"
"794","ENSG00000143520","FLG2"
"795","ENSG00000143536","CRNN"
"796","ENSG00000143537","ADAM15"
"797","ENSG00000143543","JTB"
"798","ENSG00000143545","RAB13"
"799","ENSG00000143546","S100A8"
"800","ENSG00000143549","TPM3"
"801","ENSG00000143552","NUP210L"
"802","ENSG00000143553","SNAPIN"
"803","ENSG00000143554","SLC27A3"
"804","ENSG00000143556","S100A7"
"805","ENSG00000143569","UBAP2L"
"806","ENSG00000143570","SLC39A1"
"807","ENSG00000143575","HAX1"
"808","ENSG00000143578","CREB3L4"
"809","ENSG00000143590","EFNA3"
"810","ENSG00000143595","AQP10"
"811","ENSG00000143603","KCNN3"
"812","ENSG00000143612","C1orf43"
"813","ENSG00000143614","GATAD2B"
"814","ENSG00000143621","ILF2"
"815","ENSG00000143622","RIT1"
"816","ENSG00000143624","INTS3"
"817","ENSG00000143627","PKLR"
"818","ENSG00000143630","HCN3"
"819","ENSG00000143631","FLG"
"820","ENSG00000143839","REN"
"821","ENSG00000143842","SOX13"
"822","ENSG00000143845","ETNK2"
"823","ENSG00000143847","PPFIA4"
"824","ENSG00000143850","PLEKHA6"
"825","ENSG00000143851","PTPN7"
"826","ENSG00000143858","SYT2"
"827","ENSG00000143862","ARL8A"
"828","ENSG00000146463","ZMYM4"
"829","ENSG00000149527","PLCH2"
"830","ENSG00000150337","FCGR1A"
"831","ENSG00000150681","RGS18"
"832","ENSG00000150732",""
"833","ENSG00000151414","NEK7"
"834","ENSG00000151418","ATP6V1G3"
"835","ENSG00000152061","RABGAP1L"
"836","ENSG00000152078","TLCD4"
"837","ENSG00000152092","ASTN1"
"838","ENSG00000152332","UHMK1"
"839","ENSG00000152382","TADA1"
"840","ENSG00000152760","TCTEX1D1"
"841","ENSG00000152763","DNAI4"
"842","ENSG00000153029","MR1"
"843","ENSG00000153363","LINC00467"
"844","ENSG00000153898","MCOLN2"
"845","ENSG00000153904","DDAH1"
"846","ENSG00000153923","CLCA3P"
"847","ENSG00000153936","HS2ST1"
"848","ENSG00000154007","ASB17"
"849","ENSG00000154027","AK5"
"850","ENSG00000154198","CYP4Z2P"
"851","ENSG00000154222","CC2D1B"
"852","ENSG00000154451","GBP5"
"853","ENSG00000154511","DIPK1A"
"854","ENSG00000155363","MOV10"
"855","ENSG00000155366","RHOC"
"856","ENSG00000155367","PPM1J"
"857","ENSG00000155380","SLC16A1"
"858","ENSG00000155761","SPAG17"
"859","ENSG00000156097","GPR61"
"860","ENSG00000156150","ALX3"
"861","ENSG00000156171","DRAM2"
"862","ENSG00000156869","FRRS1"
"863","ENSG00000156875","MFSD14A"
"864","ENSG00000156876","SASS6"
"865","ENSG00000157060","SHCBP1L"
"866","ENSG00000157064","NMNAT2"
"867","ENSG00000157077","ZFYVE9"
"868","ENSG00000157131","C8A"
"869","ENSG00000157181","ODR4"
"870","ENSG00000157184","CPT2"
"871","ENSG00000157191","NECAP2"
"872","ENSG00000157193","LRP8"
"873","ENSG00000157211","CDCP2"
"874","ENSG00000157216","SSBP3"
"875","ENSG00000157330","C1orf158"
"876","ENSG00000157870","PRXL2B"
"877","ENSG00000157873","TNFRSF14"
"878","ENSG00000157881","PANK4"
"879","ENSG00000157911","PEX10"
"880","ENSG00000157916","RER1"
"881","ENSG00000157933","SKI"
"882","ENSG00000157978","LDLRAP1"
"883","ENSG00000158006","PAFAH2"
"884","ENSG00000158008","EXTL1"
"885","ENSG00000158014","SLC30A2"
"886","ENSG00000158022","TRIM63"
"887","ENSG00000158055","GRHL3"
"888","ENSG00000158062","UBXN11"
"889","ENSG00000158109","TPRG1L"
"890","ENSG00000158156","XKR8"
"891","ENSG00000158161","EYA3"
"892","ENSG00000158195","WASF2"
"893","ENSG00000158246","TENT5B"
"894","ENSG00000158286","RNF207"
"895","ENSG00000158292","GPR153"
"896","ENSG00000158315","RHBDL2"
"897","ENSG00000158473","CD1D"
"898","ENSG00000158477","CD1A"
"899","ENSG00000158481","CD1C"
"900","ENSG00000158485","CD1B"
"901","ENSG00000158488","CD1E"
"902","ENSG00000158615","PPP1R15B"
"903","ENSG00000158710","TAGLN2"
"904","ENSG00000158711","ELK4"
"905","ENSG00000158714","SLAMF8"
"906","ENSG00000158715","SLC45A3"
"907","ENSG00000158716","DUSP23"
"908","ENSG00000158731","OR10J6P"
"909","ENSG00000158747","NBL1"
"910","ENSG00000158748","HTR6"
"911","ENSG00000158764","ITLN2"
"912","ENSG00000158769","F11R"
"913","ENSG00000158773","USF1"
"914","ENSG00000158786","PLA2G2F"
"915","ENSG00000158793","NIT1"
"916","ENSG00000158796","DEDD"
"917","ENSG00000158816","VWA5B1"
"918","ENSG00000158825","CDA"
"919","ENSG00000158828","PINK1"
"920","ENSG00000158850","B4GALT3"
"921","ENSG00000158859","ADAMTS4"
"922","ENSG00000158864","NDUFS2"
"923","ENSG00000158869","FCER1G"
"924","ENSG00000158874","APOA2"
"925","ENSG00000158882","TOMM40L"
"926","ENSG00000158887","MPZ"
"927","ENSG00000158966","CACHD1"
"928","ENSG00000159023","EPB41"
"929","ENSG00000159164","SV2A"
"930","ENSG00000159166","LAD1"
"931","ENSG00000159173","TNNI1"
"932","ENSG00000159176","CSRP1"
"933","ENSG00000159189","C1QC"
"934","ENSG00000159208","CIART"
"935","ENSG00000159214","CCDC24"
"936","ENSG00000159339","PADI4"
"937","ENSG00000159346","ADIPOR1"
"938","ENSG00000159348","CYB5R1"
"939","ENSG00000159352","PSMD4"
"940","ENSG00000159363","ATP13A2"
"941","ENSG00000159377","PSMB4"
"942","ENSG00000159388","BTG2"
"943","ENSG00000159409","CELF3"
"944","ENSG00000159423","ALDH4A1"
"945","ENSG00000159445","THEM4"
"946","ENSG00000159450","TCHH"
"947","ENSG00000159455","LCE2B"
"948","ENSG00000159479","MED8"
"949","ENSG00000159516","SPRR2G"
"950","ENSG00000159527","PGLYRP3"
"951","ENSG00000159588","CCDC17"
"952","ENSG00000159592","GPBP1L1"
"953","ENSG00000159596","TMEM69"
"954","ENSG00000159658","EFCAB14"
"955","ENSG00000160049","DFFA"
"956","ENSG00000160050","CCDC28B"
"957","ENSG00000160051","IQCC"
"958","ENSG00000160055","TMEM234"
"959","ENSG00000160058","BSDC1"
"960","ENSG00000160062","ZBTB8A"
"961","ENSG00000160072","ATAD3B"
"962","ENSG00000160075","SSU72"
"963","ENSG00000160087","UBE2J2"
"964","ENSG00000160094","ZNF362"
"965","ENSG00000160097","FNDC5"
"966","ENSG00000160678","S100A1"
"967","ENSG00000160679","CHTOP"
"968","ENSG00000160685","ZBTB7B"
"969","ENSG00000160688","FLAD1"
"970","ENSG00000160691","SHC1"
"971","ENSG00000160710","ADAR"
"972","ENSG00000160712","IL6R"
"973","ENSG00000160714","UBE2Q1"
"974","ENSG00000160716","CHRNB2"
"975","ENSG00000160741","CRTC2"
"976","ENSG00000160752","FDPS"
"977","ENSG00000160753","RUSC1"
"978","ENSG00000160766","GBAP1"
"979","ENSG00000160767","FAM189B"
"980","ENSG00000160781","PAQR6"
"981","ENSG00000160783","PMF1"
"982","ENSG00000160785","SLC25A44"
"983","ENSG00000160789","LMNA"
"984","ENSG00000160803","UBQLN4"
"985","ENSG00000160818","GPATCH4"
"986","ENSG00000160838","LRRC71"
"987","ENSG00000160856","FCRL3"
"988","ENSG00000162365","CYP4A22"
"989","ENSG00000162366","PDZK1IP1"
"990","ENSG00000162367","TAL1"
"991","ENSG00000162368","CMPK1"
"992","ENSG00000162373","BEND5"
"993","ENSG00000162374","ELAVL4"
"994","ENSG00000162377","COA7"
"995","ENSG00000162378","ZYG11B"
"996","ENSG00000162383","SLC1A7"
"997","ENSG00000162384","CZIB"
"998","ENSG00000162385","MAGOH"
"999","ENSG00000162390","ACOT11"
"1000","ENSG00000162391","FAM151A"
"1001","ENSG00000162396","PARS2"
"1002","ENSG00000162398","LEXM"
"1003","ENSG00000162399","BSND"
"1004","ENSG00000162402","USP24"
"1005","ENSG00000162407","PLPP3"
"1006","ENSG00000162408","NOL9"
"1007","ENSG00000162409","PRKAA2"
"1008","ENSG00000162413","KLHL21"
"1009","ENSG00000162415","ZSWIM5"
"1010","ENSG00000162419","GMEB1"
"1011","ENSG00000162426","SLC45A1"
"1012","ENSG00000162430","SELENON"
"1013","ENSG00000162433","AK4"
"1014","ENSG00000162434","JAK1"
"1015","ENSG00000162437","RAVER2"
"1016","ENSG00000162438","CTRC"
"1017","ENSG00000162441","LZIC"
"1018","ENSG00000162444","RBP7"
"1019","ENSG00000162456","KNCN"
"1020","ENSG00000162458","FBLIM1"
"1021","ENSG00000162460","TMEM82"
"1022","ENSG00000162461","SLC25A34"
"1023","ENSG00000162482","AKR7A3"
"1024","ENSG00000162490","DRAXIN"
"1025","ENSG00000162493","PDPN"
"1026","ENSG00000162494","LRRC38"
"1027","ENSG00000162496","DHRS3"
"1028","ENSG00000162510","MATN1"
"1029","ENSG00000162511","LAPTM5"
"1030","ENSG00000162512","SDC3"
"1031","ENSG00000162517","PEF1"
"1032","ENSG00000162520","SYNC"
"1033","ENSG00000162521","RBBP4"
"1034","ENSG00000162522","KIAA1522"
"1035","ENSG00000162526","TSSK3"
"1036","ENSG00000162542","TMCO4"
"1037","ENSG00000162543","UBXN10"
"1038","ENSG00000162545","CAMK2N1"
"1039","ENSG00000162551","ALPL"
"1040","ENSG00000162552","WNT4"
"1041","ENSG00000162571","TTLL10"
"1042","ENSG00000162572","SCNN1D"
"1043","ENSG00000162576","MXRA8"
"1044","ENSG00000162585","FAAP20"
"1045","ENSG00000162591","MEGF6"
"1046","ENSG00000162592","CCDC27"
"1047","ENSG00000162594","IL23R"
"1048","ENSG00000162595","DIRAS3"
"1049","ENSG00000162598","C1orf87"
"1050","ENSG00000162599","NFIA"
"1051","ENSG00000162600","OMA1"
"1052","ENSG00000162601","MYSM1"
"1053","ENSG00000162604","TM2D1"
"1054","ENSG00000162607","USP1"
"1055","ENSG00000162613","FUBP1"
"1056","ENSG00000162614","NEXN"
"1057","ENSG00000162616","DNAJB4"
"1058","ENSG00000162618","ADGRL4"
"1059","ENSG00000162620","LRRIQ3"
"1060","ENSG00000162621","LRRC53"
"1061","ENSG00000162623","TYW3"
"1062","ENSG00000162624","LHX8"
"1063","ENSG00000162627","SNX7"
"1064","ENSG00000162630","B3GALT2"
"1065","ENSG00000162631","NTNG1"
"1066","ENSG00000162636","FAM102B"
"1067","ENSG00000162639","HENMT1"
"1068","ENSG00000162641","AKNAD1"
"1069","ENSG00000162642","C1orf52"
"1070","ENSG00000162643","DNAI3"
"1071","ENSG00000162645","GBP2"
"1072","ENSG00000162650","ATXN7L2"
"1073","ENSG00000162654","GBP4"
"1074","ENSG00000162664","ZNF326"
"1075","ENSG00000162669","HFM1"
"1076","ENSG00000162670","BRINP3"
"1077","ENSG00000162676","GFI1"
"1078","ENSG00000162687","KCNT2"
"1079","ENSG00000162688","AGL"
"1080","ENSG00000162692","VCAM1"
"1081","ENSG00000162694","EXTL2"
"1082","ENSG00000162695","SLC30A7"
"1083","ENSG00000162699","DNAJA1P5"
"1084","ENSG00000162702","ZNF281"
"1085","ENSG00000162704","ARPC5"
"1086","ENSG00000162706","CADM3"
"1087","ENSG00000162723","SLAMF9"
"1088","ENSG00000162728","KCNJ9"
"1089","ENSG00000162729","IGSF8"
"1090","ENSG00000162733","DDR2"
"1091","ENSG00000162734","PEA15"
"1092","ENSG00000162735","PEX19"
"1093","ENSG00000162736","NCSTN"
"1094","ENSG00000162738","VANGL2"
"1095","ENSG00000162739","SLAMF6"
"1096","ENSG00000162745","OLFML2B"
"1097","ENSG00000162746","FCRLB"
"1098","ENSG00000162747","FCGR3B"
"1099","ENSG00000162753","SLC9C2"
"1100","ENSG00000162755","KLHDC9"
"1101","ENSG00000162757","C1orf74"
"1102","ENSG00000162761","LMX1A"
"1103","ENSG00000162763","LRRC52"
"1104","ENSG00000162769","FLVCR1"
"1105","ENSG00000162771","FAM71A"
"1106","ENSG00000162772","ATF3"
"1107","ENSG00000162775","RBM15"
"1108","ENSG00000162777","DENND2D"
"1109","ENSG00000162779","AXDND1"
"1110","ENSG00000162782","TDRD5"
"1111","ENSG00000162783","IER5"
"1112","ENSG00000162825","NBPF20"
"1113","ENSG00000162836","ACP6"
"1114","ENSG00000162873","KLHDC8A"
"1115","ENSG00000162877","PM20D1"
"1116","ENSG00000162888","C1orf147"
"1117","ENSG00000162889","MAPKAPK2"
"1118","ENSG00000162891","IL20"
"1119","ENSG00000162892","IL24"
"1120","ENSG00000162894","FCMR"
"1121","ENSG00000162896","PIGR"
"1122","ENSG00000162897","FCAMR"
"1123","ENSG00000163125","RPRD2"
"1124","ENSG00000163131","CTSS"
"1125","ENSG00000163141","BNIPL"
"1126","ENSG00000163154","TNFAIP8L2"
"1127","ENSG00000163155","LYSMD1"
"1128","ENSG00000163156","SCNM1"
"1129","ENSG00000163157","TMOD4"
"1130","ENSG00000163159","VPS72"
"1131","ENSG00000163191","S100A11"
"1132","ENSG00000163202","LCE3D"
"1133","ENSG00000163206","SMCP"
"1134","ENSG00000163207","IVL"
"1135","ENSG00000163209","SPRR3"
"1136","ENSG00000163216","SPRR2D"
"1137","ENSG00000163218","PGLYRP4"
"1138","ENSG00000163220","S100A9"
"1139","ENSG00000163221","S100A12"
"1140","ENSG00000163239","TDRD10"
"1141","ENSG00000163263","C1orf189"
"1142","ENSG00000163344","PMVK"
"1143","ENSG00000163346","PBXIP1"
"1144","ENSG00000163348","PYGO2"
"1145","ENSG00000163349","HIPK1"
"1146","ENSG00000163352","LENEP"
"1147","ENSG00000163354","DCST2"
"1148","ENSG00000163357","DCST1"
"1149","ENSG00000163362","INAVA"
"1150","ENSG00000163374","YY1AP1"
"1151","ENSG00000163382","NAXE"
"1152","ENSG00000163393","SLC22A15"
"1153","ENSG00000163395","IGFN1"
"1154","ENSG00000163399","ATP1A1"
"1155","ENSG00000163431","LMOD1"
"1156","ENSG00000163435","ELF3"
"1157","ENSG00000163444","TMEM183A"
"1158","ENSG00000163462","TRIM46"
"1159","ENSG00000163463","KRTCAP2"
"1160","ENSG00000163467","TSACC"
"1161","ENSG00000163468","CCT3"
"1162","ENSG00000163472","TMEM79"
"1163","ENSG00000163479","SSR2"
"1164","ENSG00000163485","ADORA1"
"1165","ENSG00000163518","FCRL4"
"1166","ENSG00000163531","NFASC"
"1167","ENSG00000163534","FCRL1"
"1168","ENSG00000163545","NUAK2"
"1169","ENSG00000163554","SPTA1"
"1170","ENSG00000163563","MNDA"
"1171","ENSG00000163564","PYHIN1"
"1172","ENSG00000163565","IFI16"
"1173","ENSG00000163568","AIM2"
"1174","ENSG00000163866","SMIM12"
"1175","ENSG00000163867","ZMYM6"
"1176","ENSG00000163873","GRIK3"
"1177","ENSG00000163874","ZC3H12A"
"1178","ENSG00000163875","MEAF6"
"1179","ENSG00000163877","SNIP1"
"1180","ENSG00000163879","DNALI1"
"1181","ENSG00000163909","HEYL"
"1182","ENSG00000164002","EXO5"
"1183","ENSG00000164007","CLDN19"
"1184","ENSG00000164008","C1orf50"
"1185","ENSG00000164010","ERMAP"
"1186","ENSG00000164011","ZNF691"
"1187","ENSG00000168389","MFSD2A"
"1188","ENSG00000168509","HJV"
"1189","ENSG00000168528","SERINC2"
"1190","ENSG00000168653","NDUFS5"
"1191","ENSG00000168679","SLC16A4"
"1192","ENSG00000168710","AHCYL1"
"1193","ENSG00000168765","GSTM4"
"1194","ENSG00000169174","PCSK9"
"1195","ENSG00000169213","RAB3B"
"1196","ENSG00000169218","RSPO1"
"1197","ENSG00000169231","THBS3"
"1198","ENSG00000169241","SLC50A1"
"1199","ENSG00000169242","EFNA1"
"1200","ENSG00000169291","SHE"
"1201","ENSG00000169403","PTAFR"
"1202","ENSG00000169418","NPR1"
"1203","ENSG00000169442","CD52"
"1204","ENSG00000169469","SPRR1B"
"1205","ENSG00000169474","SPRR1A"
"1206","ENSG00000169504","CLIC4"
"1207","ENSG00000169509","CRCT1"
"1208","ENSG00000169598","DFFB"
"1209","ENSG00000169641","LUZP1"
"1210","ENSG00000169717","ACTRT2"
"1211","ENSG00000169885","CALML6"
"1212","ENSG00000169905","TOR1AIP2"
"1213","ENSG00000169914","OTUD3"
"1214","ENSG00000169962","TAS1R3"
"1215","ENSG00000169972","PUSL1"
"1216","ENSG00000169991","IFFO2"
"1217","ENSG00000170075","GPR37L1"
"1218","ENSG00000170128","GPR25"
"1219","ENSG00000170382","LRRN2"
"1220","ENSG00000170385","SLC30A1"
"1221","ENSG00000170498","KISS1"
"1222","ENSG00000170989","S1PR1"
"1223","ENSG00000171357","LURAP1"
"1224","ENSG00000171385","KCND3"
"1225","ENSG00000171488","LRRC8C"
"1226","ENSG00000171492","LRRC8D"
"1227","ENSG00000171502","COL24A1"
"1228","ENSG00000171517","LPAR3"
"1229","ENSG00000171603","CLSTN1"
"1230","ENSG00000171608","PIK3CD"
"1231","ENSG00000171612","SLC25A33"
"1232","ENSG00000171621","SPSB1"
"1233","ENSG00000171680","PLEKHG5"
"1234","ENSG00000171722","SPATA46"
"1235","ENSG00000171729","TMEM51"
"1236","ENSG00000171735","CAMTA1"
"1237","ENSG00000171786","NHLH1"
"1238","ENSG00000171790","SLFNL1"
"1239","ENSG00000171793","CTPS1"
"1240","ENSG00000171806","METTL18"
"1241","ENSG00000171812","COL8A2"
"1242","ENSG00000171819","ANGPTL7"
"1243","ENSG00000171824","EXOSC10"
"1244","ENSG00000171872","KLF17"
"1245","ENSG00000171943","SRGAP2C"
"1246","ENSG00000171960","PPIH"
"1247","ENSG00000172031","EPHX4"
"1248","ENSG00000172155","LCE1D"
"1249","ENSG00000172260","NEGR1"
"1250","ENSG00000172339","ALG14"
"1251","ENSG00000172380","GNG12"
"1252","ENSG00000172410","INSL5"
"1253","ENSG00000172456","FGGY"
"1254","ENSG00000172746","RPL12P13"
"1255","ENSG00000173080","RXFP4"
"1256","ENSG00000173110","HSPA6"
"1257","ENSG00000173171","MTX1"
"1258","ENSG00000173207","CKS1B"
"1259","ENSG00000173212","MAB21L3"
"1260","ENSG00000173218","VANGL1"
"1261","ENSG00000173285","OR10K1"
"1262","ENSG00000173369","C1QB"
"1263","ENSG00000173372","C1QA"
"1264","ENSG00000173406","DAB1"
"1265","ENSG00000173436","MICOS10"
"1266","ENSG00000173614","NMNAT1"
"1267","ENSG00000173627","APOBEC4"
"1268","ENSG00000173641","HSPB7"
"1269","ENSG00000173660","UQCRH"
"1270","ENSG00000173662","TAS1R1"
"1271","ENSG00000173673","HES3"
"1272","ENSG00000173810","PPIAP7"
"1273","ENSG00000173846","PLK3"
"1274","ENSG00000173947","PIFO"
"1275","ENSG00000174021","GNG5"
"1276","ENSG00000174059","CD34"
"1277","ENSG00000174151","CYB561D1"
"1278","ENSG00000174175","SELP"
"1279","ENSG00000174307","PHLDA3"
"1280","ENSG00000174332","GLIS1"
"1281","ENSG00000174348","PODN"
"1282","ENSG00000174502","SLC26A9"
"1283","ENSG00000174514","MFSD4A"
"1284","ENSG00000174529","TMEM81"
"1285","ENSG00000174567","GOLT1A"
"1286","ENSG00000174574","AKIRIN1"
"1287","ENSG00000174606","ANGEL2"
"1288","ENSG00000174827","PDZK1"
"1289","ENSG00000174842","GLMN"
"1290","ENSG00000174876","AMY1B"
"1291","ENSG00000174950","CD164L2"
"1292","ENSG00000175087","PDIK1L"
"1293","ENSG00000175130","MARCKSL1"
"1294","ENSG00000175147","TMEM51-AS1"
"1295","ENSG00000175206","NPPA"
"1296","ENSG00000175262","C1orf127"
"1297","ENSG00000175279","CENPS"
"1298","ENSG00000175658","DRD5P2"
"1299","ENSG00000175707","KDF1"
"1300","ENSG00000175756","AURKAIP1"
"1301","ENSG00000175793","SFN"
"1302","ENSG00000175984","DENND2C"
"1303","ENSG00000176022","B3GALT6"
"1304","ENSG00000176083","ZNF683"
"1305","ENSG00000176092","CRYBG2"
"1306","ENSG00000176256","HMGB4"
"1307","ENSG00000176261","ZBTB8OS"
"1308","ENSG00000176320",""
"1309","ENSG00000176378","PFN1P10"
"1310","ENSG00000176393","RNPEP"
"1311","ENSG00000176444","CLK2"
"1312","ENSG00000176754","LINC00303"
"1313","ENSG00000176855","KRT18P28"
"1314","ENSG00000177000","MTHFR"
"1315","ENSG00000177133","PRDM16-DT"
"1316","ENSG00000177144","NUDT4B"
"1317","ENSG00000177173","NAP1L4P1"
"1318","ENSG00000177181","RIMKLA"
"1319","ENSG00000177272","KCNA3"
"1320","ENSG00000177301","KCNA2"
"1321","ENSG00000177414","UBE2U"
"1322","ENSG00000177452",""
"1323","ENSG00000177551","NHLH2"
"1324","ENSG00000177553","C1orf167-AS1"
"1325","ENSG00000177606","JUN"
"1326","ENSG00000177628","GBA"
"1327","ENSG00000177674","AGTRAP"
"1328","ENSG00000177757","FAM87B"
"1329","ENSG00000177807","KCNJ10"
"1330","ENSG00000177868","SVBP"
"1331","ENSG00000177888","ZBTB41"
"1332","ENSG00000177954","RPS27"
"1333","ENSG00000178028","DMAP1"
"1334","ENSG00000178096","BOLA1"
"1335","ENSG00000178104","PDE4DIP"
"1336","ENSG00000178585","CTNNBIP1"
"1337","ENSG00000178596","GAPDHP29"
"1338","ENSG00000178715",""
"1339","ENSG00000178796","RIIAD1"
"1340","ENSG00000178821","TMEM52"
"1341","ENSG00000178828","RNF186"
"1342","ENSG00000178922","HYI"
"1343","ENSG00000178965","ERICH3"
"1344","ENSG00000179002","TAS1R2"
"1345","ENSG00000179023","KLHDC7A"
"1346","ENSG00000179051","RCC2"
"1347","ENSG00000179085","DPM3"
"1348","ENSG00000179163","FUCA1"
"1349","ENSG00000179172","HNRNPCL1"
"1350","ENSG00000179178","TMEM125"
"1351","ENSG00000179403","VWA1"
"1352","ENSG00000179412","HNRNPCL4"
"1353","ENSG00000179452","LINC01699"
"1354","ENSG00000179546","HTR1D"
"1355","ENSG00000179571","NBPF17P"
"1356","ENSG00000179639","FCER1A"
"1357","ENSG00000179743",""
"1358","ENSG00000179840","PIK3CD-AS1"
"1359","ENSG00000179862","CITED4"
"1360","ENSG00000179902","C1orf194"
"1361","ENSG00000179914","ITLN1"
"1362","ENSG00000179930","ZNF648"
"1363","ENSG00000180098","TRNAU1AP"
"1364","ENSG00000180198","RCC1"
"1365","ENSG00000180409","OR10AA1P"
"1366","ENSG00000180433","OR6K6"
"1367","ENSG00000180437","OR6K4P"
"1368","ENSG00000180488","MIGA1"
"1369","ENSG00000180667","YOD1"
"1370","ENSG00000180708","OR10K2"
"1371","ENSG00000180758","GPR157"
"1372","ENSG00000180867","PDIA3P1"
"1373","ENSG00000180869","LINC01555"
"1374","ENSG00000180999","C1orf105"
"1375","ENSG00000181036","FCRL6"
"1376","ENSG00000181101","ENTR1P2"
"1377","ENSG00000181227","DLSTP1"
"1378","ENSG00000181656","GPR88"
"1379","ENSG00000181754","AMIGO1"
"1380","ENSG00000181773","GPR3"
"1381","ENSG00000181817","LSM10"
"1382","ENSG00000182004","SNRPE"
